;time;amplitude
0;0.0032809999993332895;2315
1;0.0067971999997098465;2318
2;0.010231599999315222;2320
3;0.014340400000946829;2323
4;0.01827410000078089;2325
5;0.02227370000036899;2327
6;0.025248800000554183;2330
7;0.029354500000408734;2333
8;0.03332079999927373;2335
9;0.036784699999770964;2338
10;0.03981480000038573;2340
11;0.04325810000045749;2343
12;0.047287400000641355;2345
13;0.05131910000091011;2347
14;0.05531970000083675;2350
15;0.05824899999970512;2353
16;0.0623037999994267;2356
17;0.06629179999981716;2358
18;0.07031289999940782;2361
19;0.07406140000057349;2364
20;0.07832260000031965;2367
21;0.08229019999998854;2370
22;0.0852591000002576;2372
23;0.0893300999996427;2375
24;0.09331089999977848;2378
25;0.09727919999932055;2381
26;0.10128110000005108;2384
27;0.10427159999926516;2387
28;0.10826280000037514;2390
29;0.11228760000085458;2393
30;0.1162782999999763;2396
31;0.1203070999999909;2399
32;0.12406259999988833;2402
33;0.12834060000022873;2406
34;0.1317706999998336;2409
35;0.1347576999996818;2411
36;0.13778049999928044;2413
37;0.1407292999992933;2416
38;0.1443128999999317;2418
39;0.14813879999928758;2421
40;0.1523151000001235;2424
41;0.1563069000003452;2427
42;0.15894459999981336;2430
43;0.1622614000007161;2432
44;0.16513260000101582;2434
45;0.16914859999997134;2436
46;0.17220289999931992;2439
47;0.1750136000009661;2441
48;0.17797389999941515;2443
49;0.18105819999982486;2446
50;0.18396609999945213;2448
51;0.18700170000010985;2451
52;0.18974170000001322;2453
53;0.19309570000041276;2455
54;0.19725970000035886;2458
55;0.20125800000096206;2461
56;0.20526760000029753;2464
57;0.20785000000068976;2467
58;0.21101389999967068;2469
59;0.21399440000095638;2472
60;0.21697200000016892;2474
61;0.21998069999972358;2476
62;0.2238188999999693;2479
63;0.22693989999970654;2481
64;0.22997469999972964;2483
65;0.23296920000029786;2485
66;0.23594600000069477;2488
67;0.23869630000081088;2491
68;0.24197640000056708;2493
69;0.24497700000029;2495
70;0.24784720000025118;2497
71;0.25098240000079386;2499
72;0.2539498999994976;2502
73;0.2567278000005899;2504
74;0.25997149999966496;2506
75;0.26294960000086576;2509
76;0.2659287000005861;2511
77;0.2689461999998457;2513
78;0.271918899999946;2515
79;0.2749526000006881;2517
80;0.27792439999939234;2519
81;0.2809400000005553;2521
82;0.2839473000003636;2523
83;0.2869329999994079;2525
84;0.28962180000053195;2527
85;0.29294409999965865;2528
86;0.2959489000004396;2531
87;0.29892629999994824;2533
88;0.30170109999926353;2535
89;0.3049544000004971;2537
90;0.3079608999996708;2539
91;0.31094819999998435;2541
92;0.31390789999932167;2543
93;0.3169577000007848;2546
94;0.3199666000000434;2548
95;0.32267660000070464;2550
96;0.3259252000007109;2552
97;0.3289050999992469;2554
98;0.33189839999977266;2555
99;0.3349569000001793;2557
100;0.33795520000057877;2560
101;0.34093530000063765;2561
102;0.3439460000008694;2563
103;0.34692670000004;2565
104;0.34995510000044305;2567
105;0.35294249999969907;2568
106;0.35596149999946647;2570
107;0.3589601000003313;2572
108;0.36194679999971413;2573
109;0.3649260000001959;2575
110;0.3679394000009779;2577
111;0.3709324999999808;2578
112;0.37390620000041963;2579
113;0.3769224000006943;2581
114;0.3796808000006422;2582
115;0.38264909999998054;2582
116;0.38573100000030536;2583
117;0.38890949999949953;2585
118;0.3916497000009258;2586
119;0.39493989999937185;2587
120;0.3977147999994486;2588
121;0.4009157000000414;2590
122;0.4039327000009507;2592
123;0.4066555999997945;2593
124;0.4096626999998989;2594
125;0.4127327999995032;2595
126;0.4157448000005388;2597
127;0.41874380000081146;2598
128;0.4224176999996416;2599
129;0.42578710000088904;2601
130;0.4287961999998515;2602
131;0.4318196000003809;2603
132;0.4347947000005661;2605
133;0.4378280000000814;2606
134;0.44080140000005485;2608
135;0.4438239999999496;2609
136;0.44682819999979984;2610
137;0.44979439999951865;2611
138;0.4528050000008079;2611
139;0.4558285999992222;2613
140;0.4588411000004271;2614
141;0.46179750000010245;2615
142;0.4648001000005024;2616
143;0.46784180000031483;2617
144;0.47061240000039106;2617
145;0.47381119999954535;2618
146;0.4768000000003667;2618
147;0.47979680000025837;2619
148;0.48282319999998435;2620
149;0.48566500000015367;2620
150;0.4887942000004841;2621
151;0.4918433000002551;2622
152;0.494825600000695;2622
153;0.4977600000001985;2623
154;0.5007996000003914;2623
155;0.5036804999999731;2624
156;0.5066846999998234;2624
157;0.5096897999992507;2624
158;0.512724000000162;2625
159;0.5161886999994749;2626
160;0.5190990999999485;2626
161;0.5229782999995223;2627
162;0.5271394999999757;2628
163;0.5311151000005339;2628
164;0.5347817000001669;2628
165;0.5376376000003802;2629
166;0.5395595999998477;2629
167;0.5416437999992922;2629
168;0.5446062999999413;2630
169;0.5466653000003134;2630
170;0.5500628999998298;2630
171;0.5528525000008813;2630
172;0.5559696000000258;2630
173;0.558728500000143;2630
174;0.5617581000005885;2630
175;0.564940000000206;2630
176;0.567919900000561;2630
177;0.5709425999993982;2630
178;0.5737000000008265;2630
179;0.5768785000000207;2629
180;0.5798751000002085;2630
181;0.5828748000003543;2629
182;0.5859032999996998;2629
183;0.5886260999996011;2629
184;0.5907084999998915;2628
185;0.5938349999996717;2628
186;0.5968135000002803;2628
187;0.5998349000001326;2628
188;0.6028310000001511;2628
189;0.6059175999998843;2627
190;0.6089300000003277;2627
191;0.611926499999754;2627
192;0.6149397000008321;2627
193;0.6180973000009544;2626
194;0.6220510000002832;2625
195;0.6246140000002924;2625
196;0.6267654999992374;2625
197;0.629735399999845;2625
