;time;amplitude
0;0.0041995999999926426;2491
1;0.008734900000490597;2491
2;0.01354680000076769;2491
3;0.018241100000523147;2491
4;0.022182900000188965;2491
5;0.026156300000366173;2491
6;0.03061890000026324;2491
7;0.035281800001030206;2491
8;0.03891939999994065;2492
9;0.04355560000112746;2491
10;0.04857129999982135;2491
11;0.05202850000023318;2491
12;0.05597520000083023;2491
13;0.06053840000095079;2490
14;0.06432690000110597;2490
15;0.0695532000008825;2490
16;0.07455310000113968;2489
17;0.07940250000137894;2489
18;0.08295900000121037;2489
19;0.08596570000008796;2489
20;0.08891840000069351;2488
21;0.09195160000126634;2487
22;0.09483180000097491;2487
23;0.0992908999996871;2487
24;0.10327099999994971;2486
25;0.10604280000006838;2486
26;0.10924300000078802;2485
27;0.11279780000040773;2484
28;0.1157519999997021;2484
29;0.11928760000046168;2483
30;0.12328979999983858;2483
31;0.12704500000108965;2483
32;0.1312924000012572;2483
33;0.13530189999983122;2482
34;0.13888980000047013;2482
35;0.1422249000006559;2482
36;0.14624370000092313;2481
37;0.15023389999987558;2481
38;0.15425080000022717;2480
39;0.15827590000117198;2479
40;0.1622287000009237;2479
41;0.1662400000004709;2479
42;0.17021930000009888;2477
43;0.17302250000102504;2477
44;0.17570040000100562;2476
45;0.17920910000066215;2476
46;0.18321900000046298;2475
47;0.1872149000009813;2474
48;0.18973929999992833;2473
49;0.19389659999978903;2473
50;0.19689970000035828;2472
51;0.20093530000121973;2471
52;0.2047870000005787;2470
53;0.2080392000007123;2469
54;0.21097759999975096;2468
55;0.21484620000046561;2467
56;0.21799649999957182;2466
57;0.22075910000057775;2465
58;0.2237299999997049;2465
59;0.22718929999973625;2464
60;0.2312208000003011;2463
61;0.23519230000056268;2462
62;0.2387192000005598;2461
63;0.2421996000011859;2460
64;0.24624450000010256;2459
65;0.2502081000002363;2458
66;0.2541536000007909;2457
67;0.2571829999997135;2457
68;0.2612117999997281;2456
69;0.26520870000058494;2455
70;0.2692346000003454;2453
71;0.2731825000009849;2452
72;0.2772151000008307;2450
73;0.28119540000079724;2449
74;0.2850914000009652;2448
75;0.28874720000021625;2447
76;0.2932637000012619;2446
77;0.29724720000012894;2445
78;0.30097899999964284;2444
79;0.30482819999997446;2443
80;0.30817080000088026;2442
81;0.3118637999996281;2441
82;0.3163593999997829;2440
83;0.32013390000065556;2439
84;0.3231754999997065;2437
85;0.3272522999995999;2436
86;0.33122220000041125;2435
87;0.33417449999979;2434
88;0.33808049999970535;2434
89;0.3423462999999174;2433
90;0.3461710999999923;2432
91;0.35024520000115444;2432
92;0.35428719999981695;2431
93;0.35826230000020587;2430
94;0.36225259999991977;2428
95;0.36617910000131815;2427
96;0.3702508000005764;2426
97;0.3731664999995701;2425
98;0.37724640000124054;2424
99;0.3812078000009933;2423
100;0.3852610000012646;2422
101;0.3887443000003259;2421
102;0.39324719999967783;2421
103;0.3971938000013324;2420
104;0.40099480000026233;2419
105;0.40479510000113805;2418
106;0.4081748999997217;2417
107;0.4120605999996769;2416
108;0.41621630000008736;2415
109;0.42029510000065784;2413
110;0.4229009999999107;2412
111;0.4260303999999451;2411
