;0.75
0.6283185307179586;49.35182784207074
0.685438397146864;49.07189578139148
0.7425582635757694;94.34889726508783
0.7996781300046747;61.00310753136652
0.8567979964335799;710.9659724840883
0.9139178628624852;62.42392965169898
0.9710377292913905;71.7026839832937
1.028157595720296;72.46417860926778
1.0852774621492012;76.50862084538174
1.1423973285781066;76.5617869111786
1.199517195007012;79.05074858742748
1.2566370614359172;72.07600382333031
1.3137569278648227;83.56024643662079
1.370876794293728;82.77043515321883
1.427996660722633;83.00113009721035
1.4851165271515385;Nan
1.542236393580444;68.72507483236242
1.5993562600093492;448.7414856534968
1.6564761264382548;91.47736848200368
1.7135959928671598;18.603100290270053
1.7707158592960655;20.989326677561326
1.8278357257249704;92.55835311820104
1.8849555921538759;93.86112959904194
1.942075458582781;94.71484280688684
1.9991953250116865;94.10925628109281
2.056315191440592;16.915111838676125
2.113435057869497;1.1561106300817154e-06
2.1705549242984024;95.39093819899588
2.2276747907273076;9997.36409736332
2.284794657156213;20.80976543856463
2.3419145235851184;21.081043700942907
2.399034390014024;17.940270175293655
2.456154256442929;95.5150670070268
2.5132741228718345;20.807602326383105
2.5703939893007397;98.80493058066585
2.6275138557296454;18.932499854705153
2.68463372215855;78.54276342278371
2.741753588587456;102.97867932339291
2.798873455016361;103.9046195599687
2.8559933214452666;104.56476388751369
2.913113187874172;104.6438239731967
2.9702330543030766;105.92401177915836
3.0273529207319823;106.79617473206184
3.0844727871608875;105.4073729679972
3.141592653589793;15.110478008582701
3.1987125200186983;23.028838626724475
3.255832386447604;453.0725674445291
3.3129522528765087;90.71235703187452
3.3700721193054144;13.709104896941382
3.4271919857343196;89.15043091923073
3.4843118521632253;86.13315540032595
3.54143171859213;9999.999621119112
3.598551585021036;55.102102760460674
3.655671451449941;75.48870019370068
3.7127913178788465;47.282250943048034
3.7699111843077517;73.67942780175883
3.8270310507366565;16.072022831562826
3.884150917165562;14.699078902392829
3.9412707835944674;64.74131094091196
3.998390650023373;61.808460483245696
4.055510516452278;59.98841881090279
4.112630382881184;58.20609238182803
4.169750249310089;56.34528132399061
4.226870115738994;54.6985768022852
4.283989982167899;3.892306697768682
4.341109848596805;7.897293018470273
4.39822971502571;9.953940783260984
4.455349581454615;43.64307907809107
4.512469447883521;43.03544992375032
4.5695893143124255;5.200831545550633
4.626709180741331;5.090656329072363
4.683829047170237;37.46979696182744
4.7409489135991425;8.204744675146923
4.798068780028047;35.631725309096325
4.855188646456953;34.56186544594214
4.912308512885858;34.08139584945396
4.969428379314763;2.5643079997358726
5.026548245743669;2.740704152508651
5.083668112172575;4.848229610931754
5.140787978601479;4.749064144782246
5.197907845030385;6.534034612355663
5.25502771145929;17.426519855237885
5.312147577888195;4.939677971141024
5.3692674443171;3.317916289388859
5.426387310746006;5.395974926887566
5.4835071771749115;21.10306368781997
5.540627043603816;6.546264007215105
5.597746910032722;275.94910420023103
5.654866776461627;24.671307560271142
5.711986642890532;4.0953969253626585
5.769106509319438;5.767836598264438
5.826226375748344;22.992157065939068
5.883346242177248;3.886956480942601
5.940466108606154;1.522839449821296
5.997585975035059;4.848941726113474
6.0547058414639645;1.3100279889982567
6.11182570789287;1.1973194812649353
6.168945574321775;3.8074939980526636
6.226065440750681;19.658465696239293
6.283185307179586;2.4034121815380916
