;0.5
0.6283185307179586;63.437188220903636
0.685438397146864;74.98036616830188
0.7425582635757694;85.03005606423653
0.7996781300046747;64.16233947578239
0.8567979964335799;68.17369348591174
0.9139178628624852;74.62271559148236
0.9710377292913905;82.03747355757888
1.028157595720296;92.51113312271991
1.0852774621492012;85.81225076759286
1.1423973285781066;94.70645374181679
1.199517195007012;10.411291188821144
1.2566370614359172;20.33576415580785
1.3137569278648227;104.34882535923624
1.370876794293728;103.37960180259752
1.427996660722633;596.7028542738232
1.4851165271515385;97.7448946127872
1.542236393580444;105.21975143481957
1.5993562600093492;108.79177997966515
1.6564761264382548;106.24099025171469
1.7135959928671598;111.10923605398251
1.7707158592960655;16.69598458297371
1.8278357257249704;93.84644953586053
1.8849555921538759;107.36935364718968
1.942075458582781;107.9805326645241
1.9991953250116865;109.96428148811002
2.056315191440592;111.24390988617418
2.113435057869497;111.99916950998846
2.1705549242984024;18.547882776478808
2.2276747907273076;23.692667116172377
2.284794657156213;30.182056445464266
2.3419145235851184;27.110187133752515
2.399034390014024;6.499934750333153
2.456154256442929;30.136947384123864
2.5132741228718345;32.23244960861283
2.5703939893007397;34.99359632912224
2.6275138557296454;72.64632791205531
2.68463372215855;38.29350357543626
2.741753588587456;41.978395286465904
2.798873455016361;145.5231571448932
2.8559933214452666;156.05712551505468
2.913113187874172;1.0490530587091559e-11
2.9702330543030766;186.70647470943686
3.0273529207319823;445.94288388346524
3.0844727871608875;42.16973104120443
3.141592653589793;241.69529886699775
3.1987125200186983;254.23938903785626
3.255832386447604;9999.995279863691
3.3129522528765087;72.07376989660109
3.3700721193054144;56.48763157377613
3.4271919857343196;224.50590778747952
3.4843118521632253;40.263480705004
3.54143171859213;42.039712437399274
3.598551585021036;166.97083777024628
3.655671451449941;126.79035806351027
3.7127913178788465;140.24325655561975
3.7699111843077517;127.825361781786
3.8270310507366565;29.62195068857703
3.884150917165562;23.3683928759423
3.9412707835944674;104.01543998737874
3.998390650023373;21.606408601813772
4.055510516452278;4.415431088024344
4.112630382881184;85.6133308027899
4.169750249310089;81.03497275137451
4.226870115738994;433.66449204859623
4.283989982167899;9.130132590966907
4.341109848596805;6.462618559543843
4.39822971502571;15.504460666465462
4.455349581454615;14.092462652631147
4.512469447883521;10.422183433208303
4.5695893143124255;48.38639115177901
4.626709180741331;52.93662915665389
4.683829047170237;10.84278475072451
4.7409489135991425;10.926817724948444
4.798068780028047;46.627705586730556
4.855188646456953;44.71964806664271
4.912308512885858;1.6347718679817709
4.969428379314763;3.555012019192031
5.026548245743669;2.5106439401985505
5.083668112172575;37.28954872148544
5.140787978601479;9.048519988374595
5.197907845030385;35.88082189369817
5.25502771145929;34.993389020345845
5.312147577888195;4.92948710450947
5.3692674443171;4.527709658438632
5.426387310746006;31.73171178659713
5.4835071771749115;4.711176665568553
5.540627043603816;22.82656481020788
5.597746910032722;29.234599367026767
5.654866776461627;3.4161986370160338
5.711986642890532;27.752738398231703
5.769106509319438;3.750519013940912
5.826226375748344;2.289684945750489e-12
5.883346242177248;25.310110522643537
5.940466108606154;5.794134572921354
5.997585975035059;24.299728754866752
6.0547058414639645;23.82736464722762
6.11182570789287;23.161741909488345
6.168945574321775;3.0011319665927867
6.226065440750681;2.8770119482279166
6.283185307179586;4.725479908621888
