;frequency;amplitude fit;amplitude max
0;0.6283185307179586;63.43718829464067;33
1;0.685438397146864;74.98037104208257;20
2;0.7425582635757694;85.03006188041923;22
3;0.7996781300046747;64.16233947783061;23
4;0.8567979964335799;68.1736940518395;23
5;0.9139178628624852;74.62271554741707;32
6;0.9710377292913905;82.03747352011703;42
7;1.028157595720296;92.51113320519521;50
8;1.0852774621492012;85.81225063259441;48
9;1.1423973285781066;94.70645373763642;57
10;1.199517195007012;10.411294994822695;59
11;1.2566370614359172;20.335761473713497;68
12;1.3137569278648227;104.34882557060504;71
13;1.370876794293728;103.37960185589071;76
14;1.427996660722633;596.7025888330905;72
15;1.4851165271515385;97.74489447815371;72
16;1.542236393580444;105.2197513057901;72
17;1.5993562600093492;108.79177995899052;79
18;1.6564761264382548;106.24099031095085;80
19;1.7135959928671598;111.10923598762284;81
20;1.7707158592960655;16.695981643040053;80
21;1.8278357257249704;93.84644935312534;78
22;1.8849555921538759;107.36935361420862;77
23;1.942075458582781;107.98053264799547;77
24;1.9991953250116865;109.9642815152754;78
25;2.056315191440592;111.2439098889111;81
26;2.113435057869497;111.99916954551372;81
27;2.1705549242984024;18.54788140745268;84
28;2.2276747907273076;23.692669002765996;87
29;2.284794657156213;30.182056702330318;91
30;2.3419145235851184;27.11018917379123;97
31;2.399034390014024;6.499924113828116;96
32;2.456154256442929;30.136950662210296;101
33;2.5132741228718345;32.2324512803348;107
34;2.5703939893007397;34.9935944837097;114
35;2.6275138557296454;72.64632264398817;124
36;2.68463372215855;38.293504795996974;128
37;2.741753588587456;41.97839627112519;136
38;2.798873455016361;145.52315711741306;116
39;2.8559933214452666;156.05712552246982;128
40;2.913113187874172;1.0491277849722022e-11;140
41;2.9702330543030766;186.70647469636674;161
42;3.0273529207319823;445.9428929720748;179
43;3.0844727871608875;42.16947926690003;202
44;3.141592653589793;241.6952988649003;217
45;3.1987125200186983;254.23938900048688;231
46;3.255832386447604;9999.99527197581;241
47;3.3129522528765087;72.07376978669144;242
48;3.3700721193054144;56.48763475653184;229
49;3.4271919857343196;224.5059077887269;203
50;3.4843118521632253;40.263537945067505;180
51;3.54143171859213;42.03971452573786;157
52;3.598551585021036;166.9708377560545;141
53;3.655671451449941;126.79035855806742;129
54;3.7127913178788465;140.24325654566164;112
55;3.7699111843077517;127.8253617809565;101
56;3.8270310507366565;29.6219516753961;92
57;3.884150917165562;23.36839189873849;84
58;3.9412707835944674;104.01543997884079;77
59;3.998390650023373;21.606405715991322;70
60;4.055510516452278;4.41545672809089;65
61;4.112630382881184;85.61333080912301;58
62;4.169750249310089;81.03497274321074;54
63;4.226870115738994;433.6637294138201;49
64;4.283989982167899;9.132560347334048;45
65;4.341109848596805;6.462614858479674;42
66;4.39822971502571;15.504461437776877;36
67;4.455349581454615;14.092463252926468;36
68;4.512469447883521;10.422184382079454;29
69;4.5695893143124255;48.38639120739503;26
70;4.626709180741331;52.9366291636343;23
71;4.683829047170237;10.842777531615265;20
72;4.7409489135991425;10.926817616386515;18
73;4.798068780028047;46.62770559990785;17
74;4.855188646456953;44.719648056504234;15
75;4.912308512885858;1.6347790074475916;13
76;4.969428379314763;3.5550141891644684;11
77;5.026548245743669;2.5106765181454618;8
78;5.083668112172575;37.28954869279238;6
79;5.140787978601479;9.048524240765092;4
80;5.197907845030385;35.88082185822343;5
81;5.25502771145929;34.9933889862766;3
82;5.312147577888195;4.929487420265336;2
83;5.3692674443171;4.527642366354802;2
84;5.426387310746006;31.731711825044574;1
85;5.4835071771749115;4.711236516150311;-1
86;5.540627043603816;22.82656519055367;-3
87;5.597746910032722;29.234599410922016;-3
88;5.654866776461627;3.416194235705643;-4
89;5.711986642890532;27.752738399954552;-5
90;5.769106509319438;3.750515257601865;-6
91;5.826226375748344;2.2502620492231673e-12;-6
92;5.883346242177248;25.310110520470094;-7
93;5.940466108606154;5.794136714977653;-7
94;5.997585975035059;24.299728772985286;-9
95;6.0547058414639645;23.827364660549954;-9
96;6.11182570789287;23.161741900856498;-10
97;6.168945574321775;3.001140804917186;-10
98;6.226065440750681;2.8770076598157153;-11
99;6.283185307179586;4.725477324599915;-10
