;frequency;amplitude fit;amplitude max
0;0.6283185307179586;59.64521048754532;20
1;0.685438397146864;123.16314470117683;22
2;0.7425582635757694;25.53782667044394;23
3;0.7996781300046747;68.75195540070867;22
4;0.8567979964335799;73.11326336397497;25
5;0.9139178628624852;172.49250896657833;26
6;0.9710377292913905;81.2882917753146;28
7;1.028157595720296;84.13168675781743;33
8;1.0852774621492012;87.4061789861358;35
9;1.1423973285781066;91.21254687411535;38
10;1.199517195007012;29.684416791345782;40
11;1.2566370614359172;17.141270680084755;42
12;1.3137569278648227;98.20694944305451;49
13;1.370876794293728;104.21027225817986;55
14;1.427996660722633;Nan;57
15;1.4851165271515385;98.03029980876919;52
16;1.542236393580444;125.25820497030013;54
17;1.5993562600093492;98.40006292533312;53
18;1.6564761264382548;38.21676976606346;54
19;1.7135959928671598;105.2506212200034;60
20;1.7707158592960655;28.29778313593767;64
21;1.8278357257249704;37.49148010830202;68
22;1.8849555921538759;113.3341309050346;75
23;1.942075458582781;1887.4544235216886;79
24;1.9991953250116865;117.92890999728654;83
25;2.056315191440592;25.67552175361061;88
26;2.113435057869497;125.27539682613072;92
27;2.1705549242984024;32.635505636945425;96
28;2.2276747907273076;30.22659438072724;101
29;2.284794657156213;24.623018222406603;108
30;2.3419145235851184;40.48067642866171;114
31;2.399034390014024;148.76896583081873;120
32;2.456154256442929;30.458612275887443;128
33;2.5132741228718345;165.02068452032404;136
34;2.5703939893007397;131.1592062774296;146
35;2.6275138557296454;48.258144551743186;158
36;2.68463372215855;33.006428020952846;174
37;2.741753588587456;40.45546940038352;195
38;2.798873455016361;240.2561953563859;212
39;2.8559933214452666;271.43819135912054;247
40;2.913113187874172;307.6118565046986;284
41;2.9702330543030766;350.7506354135997;322
42;3.0273529207319823;104.10418326937065;396
43;3.0844727871608875;516.1230484230776;499
44;3.141592653589793;129.57044871371403;619
45;3.1987125200186983;9998.434123806444;768
46;3.255832386447604;42.12843502636066;925
47;3.3129522528765087;407.4268132127374;1051
48;3.3700721193054144;14.812885521023414;1068
49;3.4271919857343196;68.29355263341066;890
50;3.4843118521632253;9999.998498867548;441
51;3.54143171859213;23.639946364766363;322
52;3.598551585021036;279.4473715079144;253
53;3.655671451449941;124.92550435934834;210
54;3.7127913178788465;209.4003651776219;178
55;3.7699111843077517;23.564088561474232;152
56;3.8270310507366565;161.99580988763904;133
57;3.884150917165562;5.209375372599405e-15;118
58;3.9412707835944674;142.1926001184215;107
59;3.998390650023373;19.70219907857073;91
60;4.055510516452278;113.5802524055751;82
61;4.112630382881184;106.14344599625105;68
62;4.169750249310089;4.270529645695719;56
63;4.226870115738994;7.829160313140254;46
64;4.283989982167899;72.87957633489084;35
65;4.341109848596805;9.00926362127558;26
66;4.39822971502571;13.820898835325632;23
67;4.455349581454615;8.5642358067479;21
68;4.512469447883521;59.029952549785676;21
69;4.5695893143124255;8.276709337501929;22
70;4.626709180741331;12.184493377814375;19
71;4.683829047170237;54.96161869397543;19
72;4.7409489135991425;7.587312364798642;17
73;4.798068780028047;50.469550286360835;16
74;4.855188646456953;5.5545947473765045;17
75;4.912308512885858;32.67802206032496;15
76;4.969428379314763;6.590529684913517;12
77;5.026548245743669;44.65984833720359;12
78;5.083668112172575;43.374579603973814;10
79;5.140787978601479;42.11651890764252;8
80;5.197907845030385;8.846920538865927;7
81;5.25502771145929;5.096186892783747;5
82;5.312147577888195;9.655571007087554;5
83;5.3692674443171;36.9459817083857;4
84;5.426387310746006;1.9071726802432127;3
85;5.4835071771749115;3.002823725218054;0
86;5.540627043603816;31.865775600736228;-2
87;5.597746910032722;6.76704993661895;-3
88;5.654866776461627;29.848552529004365;-5
89;5.711986642890532;4.120756809251778;-5
90;5.769106509319438;28.73785443922371;-5
91;5.826226375748344;2.3158295332003314;-5
92;5.883346242177248;27.173143309898546;-6
93;5.940466108606154;3.8469121237124573;-7
94;5.997585975035059;3.668795128311775;-7
95;6.0547058414639645;2.0323413603045157;-9
96;6.11182570789287;1.6045876630299862;-7
97;6.168945574321775;5.885276009664186;-8
98;6.226065440750681;4.895649270890337;-9
99;6.283185307179586;0.49998451507813546;-9
